,train_acc,valid_acc,test_acc
0,0.04532967032967033,0.14792176039119803,0.14547677261613692
1,0.13446275946275946,0.25794621026894865,0.24572127139364303
2,0.2588522588522589,0.4767726161369193,0.460880195599022
3,0.38095238095238093,0.6014669926650367,0.6222493887530562
4,0.465964590964591,0.6674816625916871,0.6589242053789731
5,0.5137362637362637,0.7249388753056235,0.7200488997555012
6,0.5735653235653235,0.7652811735941321,0.7640586797066015
7,0.6007326007326007,0.8019559902200489,0.7811735941320294
8,0.6404151404151404,0.8325183374083129,0.8251833740831296
9,0.6553724053724054,0.8300733496332519,0.8141809290953546
10,0.6833028083028083,0.8422982885085575,0.8386308068459658
11,0.7032967032967034,0.871638141809291,0.8618581907090465
12,0.7199328449328449,0.8753056234718827,0.8667481662591687
13,0.7292429792429792,0.8777506112469438,0.8655256723716381
14,0.7373321123321124,0.8814180929095354,0.8777506112469438
15,0.7438949938949939,0.8924205378973105,0.8948655256723717
16,0.7513736263736264,0.8997555012224939,0.8814180929095354
17,0.7696886446886447,0.8948655256723717,0.8936430317848411
18,0.7724358974358975,0.9034229828850856,0.8875305623471883
19,0.7886141636141636,0.8887530562347188,0.8814180929095354
20,0.7893772893772893,0.9156479217603912,0.9058679706601467
21,0.7936507936507936,0.8973105134474327,0.902200488997555
22,0.7947191697191697,0.9083129584352079,0.9046454767726161
23,0.8096764346764347,0.902200488997555,0.9046454767726161
24,0.8192918192918193,0.9034229828850856,0.9058679706601467
25,0.8183760683760684,0.9095354523227384,0.8948655256723717
26,0.8115079365079365,0.9046454767726161,0.9046454767726161
27,0.8202075702075702,0.9046454767726161,0.9180929095354523
28,0.8191391941391941,0.9168704156479217,0.9156479217603912
29,0.8224969474969475,0.9229828850855746,0.9058679706601467
30,0.8281440781440782,0.9242053789731052,0.9083129584352079
31,0.8356227106227107,0.9205378973105135,0.9070904645476773
32,0.827075702075702,0.9070904645476773,0.9144254278728606
33,0.8334859584859585,0.9315403422982885,0.9034229828850856
34,0.8353174603174603,0.9168704156479217,0.9254278728606357
35,0.8412698412698413,0.9315403422982885,0.91320293398533
36,0.8363858363858364,0.9266503667481663,0.9180929095354523
37,0.8469169719169719,0.9290953545232273,0.9254278728606357
38,0.8496642246642246,0.9339853300733496,0.9254278728606357
39,0.8417277167277167,0.9290953545232273,0.9144254278728606
40,0.8487484737484737,0.9229828850855746,0.9193154034229829
41,0.8576007326007326,0.9303178484107579,0.9193154034229829
42,0.8492063492063492,0.9290953545232273,0.9168704156479217
43,0.8592796092796092,0.9254278728606357,0.9254278728606357
44,0.8571428571428571,0.9315403422982885,0.9254278728606357
45,0.8635531135531136,0.9254278728606357,0.9180929095354523
46,0.8612637362637363,0.9278728606356969,0.9119804400977995
47,0.856074481074481,0.9327628361858191,0.921760391198044
48,0.8624847374847375,0.9364303178484108,0.9229828850855746
49,0.878052503052503,0.9364303178484108,0.921760391198044
50,0.8632478632478633,0.9242053789731052,0.9180929095354523
51,0.8688949938949939,0.9388753056234719,0.9303178484107579
52,0.871031746031746,0.9303178484107579,0.941320293398533
53,0.8678266178266179,0.9376528117359413,0.9266503667481663
54,0.8782051282051282,0.9449877750611247,0.9205378973105135
55,0.8760683760683761,0.9364303178484108,0.9229828850855746
56,0.8698107448107448,0.9290953545232273,0.9364303178484108
57,0.8798840048840049,0.941320293398533,0.9278728606356969
58,0.8801892551892552,0.9425427872860636,0.9144254278728606
59,0.8716422466422467,0.9290953545232273,0.9254278728606357
60,0.8759157509157509,0.9290953545232273,0.9193154034229829
61,0.8849206349206349,0.9290953545232273,0.9266503667481663
62,0.8775946275946276,0.9449877750611247,0.9254278728606357
63,0.8844627594627594,0.9327628361858191,0.9278728606356969
64,0.8841575091575091,0.9376528117359413,0.9327628361858191
65,0.8827838827838828,0.9449877750611247,0.941320293398533
66,0.891941391941392,0.941320293398533,0.9352078239608802
67,0.8875152625152625,0.9437652811735942,0.9303178484107579
68,0.8899572649572649,0.9437652811735942,0.91320293398533
69,0.88507326007326,0.9303178484107579,0.9180929095354523
70,0.8920940170940171,0.9425427872860636,0.9388753056234719
71,0.887057387057387,0.9498777506112469,0.9266503667481663
72,0.8867521367521367,0.9449877750611247,0.9327628361858191
73,0.8930097680097681,0.9449877750611247,0.9278728606356969
74,0.8923992673992674,0.9425427872860636,0.9352078239608802
75,0.8994200244200244,0.9511002444987775,0.9339853300733496
76,0.8948412698412699,0.9425427872860636,0.921760391198044
77,0.8940781440781441,0.9303178484107579,0.9290953545232273
78,0.895909645909646,0.9376528117359413,0.9315403422982885
79,0.8960622710622711,0.9511002444987775,0.9400977995110025
80,0.900946275946276,0.9352078239608802,0.9242053789731052
81,0.8956043956043956,0.9339853300733496,0.9449877750611247
82,0.894993894993895,0.9339853300733496,0.9364303178484108
83,0.900030525030525,0.9425427872860636,0.9327628361858191
84,0.9001831501831502,0.9388753056234719,0.9352078239608802
85,0.8934676434676435,0.9327628361858191,0.9339853300733496
86,0.8995726495726496,0.9327628361858191,0.9315403422982885
87,0.896978021978022,0.9486552567237164,0.9266503667481663
88,0.9003357753357754,0.9462102689486552,0.9327628361858191
89,0.9012515262515263,0.941320293398533,0.9315403422982885
90,0.9012515262515263,0.9352078239608802,0.9449877750611247
91,0.9018620268620269,0.941320293398533,0.9315403422982885
92,0.8942307692307693,0.9400977995110025,0.9352078239608802
93,0.9088827838827839,0.9437652811735942,0.9376528117359413
94,0.9044566544566545,0.9486552567237164,0.9352078239608802
95,0.8963675213675214,0.9400977995110025,0.9364303178484108
96,0.9111721611721612,0.9339853300733496,0.9242053789731052
97,0.9023199023199023,0.9364303178484108,0.9303178484107579
98,0.9088827838827839,0.9486552567237164,0.9193154034229829
99,0.9047619047619048,0.9462102689486552,0.9327628361858191
100,0.9055250305250305,0.9449877750611247,0.9339853300733496
101,0.9102564102564102,0.9425427872860636,0.9327628361858191
102,0.9085775335775336,0.9425427872860636,0.9400977995110025
103,0.902014652014652,0.9449877750611247,0.9254278728606357
104,0.916056166056166,0.9376528117359413,0.9327628361858191
105,0.9096459096459096,0.9498777506112469,0.9425427872860636
106,0.9113247863247863,0.9376528117359413,0.921760391198044
107,0.9108669108669109,0.9400977995110025,0.9327628361858191
108,0.9119352869352869,0.9400977995110025,0.9352078239608802
109,0.9099511599511599,0.9437652811735942,0.9278728606356969
110,0.9091880341880342,0.9535452322738386,0.9229828850855746
111,0.9155982905982906,0.9315403422982885,0.9339853300733496
112,0.9058302808302808,0.9498777506112469,0.9168704156479217
113,0.9093406593406593,0.9437652811735942,0.9535452322738386
114,0.9134615384615384,0.941320293398533,0.9315403422982885
115,0.9116300366300366,0.9498777506112469,0.9278728606356969
116,0.9162087912087912,0.9498777506112469,0.9376528117359413
117,0.9104090354090354,0.9462102689486552,0.9425427872860636
118,0.9134615384615384,0.9400977995110025,0.9339853300733496
119,0.9165140415140415,0.9498777506112469,0.9449877750611247
