,train_loss,valid_loss,test_loss
0,4.539218300754584,4.325223886049711,4.332273740034837
1,4.280297193712401,3.847020589388334,3.8703617866222677
2,3.861668461734809,3.0909582743277917,3.117648592362037
3,3.305117354809659,2.364326678789579,2.38419286104349
4,2.786796627692806,1.7948526877623339,1.8145513993043165
5,2.3361151415167503,1.3948753017645616,1.4155326577333303
6,2.003119810113629,1.0816566600249364,1.1112787287968855
7,1.7870430055173856,0.9238853752613068,0.9606495958108169
8,1.6207052191484321,0.8140531984659342,0.8773603370556464
9,1.4502409129466824,0.7339452734360328,0.7568199405303369
10,1.3579824780954899,0.6393204858669868,0.7092756055868589
11,1.256266213157802,0.6057661978098062,0.6327306570915076
12,1.187270949187788,0.5592842417267653,0.6119830115483358
13,1.096859614825943,0.5263867641870792,0.5107392983940932
14,1.0838252433295388,0.4830008160609465,0.4940577487532909
15,1.016291955721031,0.4312696193273251,0.47184305179577607
16,0.999818940764492,0.4275366411759303,0.4329777256800578
17,0.939331644947089,0.39560674130916595,0.45617879583285403
18,0.9106546061710247,0.37776686136539167,0.42048450158192563
19,0.885383818913432,0.38529405570947206,0.40521380534538853
20,0.851093166661494,0.367681143948665,0.38517528428481174
21,0.8091146300718622,0.37054376418773943,0.37557131395890164
22,0.8219060758942539,0.36200722135030305,0.3738298610999034
23,0.7607608813683964,0.34885184237590205,0.3690182062295767
24,0.7519780947166739,0.34977055054444534,0.35574687788119685
25,0.727155625530817,0.33227114608654607,0.31662286588778865
26,0.698222468778925,0.30561967079456037,0.35688863694667816
27,0.7007386047863265,0.31562164769722867,0.3282165343944843
28,0.7008521400609062,0.30585921613069683,0.3305050191970972
29,0.6677211141123355,0.3146387900297458,0.32652327991448915
30,0.6714811313499525,0.3045192464039876,0.31510180005660426
31,0.6350029698274668,0.2951216004215754,0.318563943872085
32,0.6323937157404076,0.28181535521378887,0.31173631892754483
33,0.6254237858415808,0.2905375235355817,0.2859129493053143
34,0.6173861538900912,0.27704028212107146,0.28794696697821986
35,0.6255074244679757,0.2851314682226915,0.3134194142543353
36,0.5976885395142638,0.2986315431503149,0.29342178198007435
37,0.5795371199695809,0.2643277312700565,0.2774013957152
38,0.5810401778197983,0.25926887874419874,0.28770234951606166
39,0.5612499982986635,0.2730846324792275,0.2825404222194965
40,0.5517640883482776,0.273879091327007,0.2857431322336197
