,train_acc,valid_acc,test_acc
0,0.12454212454212454,0.28728606356968217,0.2946210268948655
1,0.12835775335775335,0.17970660146699266,0.17359413202933985
2,0.10912698412698413,0.19437652811735942,0.1882640586797066
3,0.08867521367521368,0.11124694376528117,0.10757946210268948
4,0.08104395604395605,0.08312958435207823,0.09168704156479218
5,0.06761294261294261,0.0941320293398533,0.09046454767726161
6,0.0699023199023199,0.08557457212713937,0.08801955990220049
7,0.06394993894993894,0.10268948655256724,0.09168704156479218
8,0.05784493284493285,0.0745721271393643,0.06845965770171149
9,0.057692307692307696,0.10268948655256724,0.1039119804400978
10,0.053418803418803416,0.05623471882640587,0.04767726161369193
11,0.05448717948717949,0.08068459657701711,0.07823960880195599
12,0.052503052503052504,0.05623471882640587,0.05867970660146699
13,0.051739926739926737,0.07823960880195599,0.0647921760391198
14,0.05616605616605617,0.0647921760391198,0.05867970660146699
15,0.05311355311355311,0.06356968215158924,0.06356968215158924
16,0.04884004884004884,0.07334963325183375,0.05867970660146699
17,0.044261294261294264,0.08068459657701711,0.07946210268948656
18,0.04410866910866911,0.05256723716381418,0.0550122249388753
19,0.0438034188034188,0.07334963325183375,0.07090464547677261
20,0.04044566544566545,0.035452322738386305,0.03300733496332518
21,0.04471916971916972,0.05134474327628362,0.04767726161369193
22,0.046855921855921856,0.07212713936430318,0.06601466992665037
23,0.04990842490842491,0.06601466992665037,0.05867970660146699
24,0.049297924297924296,0.07946210268948656,0.06968215158924206
25,0.04899267399267399,0.07212713936430318,0.07334963325183375
26,0.046092796092796096,0.06356968215158924,0.06723716381418093
27,0.04410866910866911,0.07212713936430318,0.0745721271393643
28,0.039224664224664224,0.06234718826405868,0.061124694376528114
29,0.042735042735042736,0.06723716381418093,0.06601466992665037
30,0.040140415140415144,0.05256723716381418,0.05012224938875306
31,0.03952991452991453,0.0647921760391198,0.06234718826405868
32,0.040903540903540904,0.035452322738386305,0.037897310513447434
33,0.040903540903540904,0.042787286063569685,0.04767726161369193
34,0.03708791208791209,0.04523227383863081,0.04156479217603912
35,0.039224664224664224,0.05378973105134474,0.05623471882640587
36,0.04227716727716728,0.03300733496332518,0.029339853300733496
37,0.03540903540903541,0.03300733496332518,0.029339853300733496
38,0.04212454212454213,0.05990220048899755,0.0550122249388753
39,0.040293040293040296,0.06601466992665037,0.0647921760391198
40,0.037698412698412696,0.03178484107579462,0.028117359413202935
41,0.03739316239316239,0.037897310513447434,0.035452322738386305
42,0.03495115995115995,0.05134474327628362,0.05012224938875306
43,0.03418803418803419,0.035452322738386305,0.03178484107579462
44,0.04044566544566545,0.044009779951100246,0.04767726161369193
45,0.039224664224664224,0.035452322738386305,0.039119804400977995
46,0.037698412698412696,0.05378973105134474,0.05012224938875306
47,0.041056166056166056,0.034229828850855744,0.030562347188264057
48,0.03815628815628816,0.037897310513447434,0.034229828850855744
49,0.04120879120879121,0.0488997555012225,0.04523227383863081
50,0.035866910866910864,0.03178484107579462,0.03178484107579462
51,0.03556166056166056,0.06356968215158924,0.06601466992665037
52,0.037545787545787544,0.040342298288508556,0.044009779951100246
53,0.033577533577533576,0.039119804400977995,0.040342298288508556
54,0.03556166056166056,0.040342298288508556,0.042787286063569685
55,0.03647741147741148,0.040342298288508556,0.042787286063569685
56,0.03327228327228327,0.037897310513447434,0.03667481662591687
57,0.03724053724053724,0.042787286063569685,0.039119804400977995
58,0.03495115995115995,0.04156479217603912,0.040342298288508556
59,0.03540903540903541,0.04645476772616137,0.042787286063569685
60,0.03647741147741148,0.04156479217603912,0.035452322738386305
61,0.03327228327228327,0.03667481662591687,0.03667481662591687
62,0.036172161172161175,0.04156479217603912,0.040342298288508556
63,0.03250915750915751,0.029339853300733496,0.028117359413202935
64,0.03235653235653236,0.029339853300733496,0.029339853300733496
65,0.03464590964590965,0.03667481662591687,0.034229828850855744
66,0.035866910866910864,0.04156479217603912,0.04156479217603912
67,0.03327228327228327,0.02689486552567237,0.029339853300733496
68,0.03388278388278388,0.040342298288508556,0.04156479217603912
69,0.03373015873015873,0.034229828850855744,0.03667481662591687
70,0.03739316239316239,0.028117359413202935,0.029339853300733496
71,0.03540903540903541,0.04645476772616137,0.05012224938875306
72,0.036172161172161175,0.03667481662591687,0.037897310513447434
73,0.036782661782661784,0.0488997555012225,0.04767726161369193
74,0.0347985347985348,0.034229828850855744,0.03300733496332518
75,0.030982905982905984,0.02689486552567237,0.02689486552567237
76,0.03159340659340659,0.030562347188264057,0.03300733496332518
77,0.03250915750915751,0.04156479217603912,0.03667481662591687
78,0.03235653235653236,0.039119804400977995,0.042787286063569685
79,0.032814407814407816,0.030562347188264057,0.03300733496332518
80,0.029304029304029304,0.042787286063569685,0.04156479217603912
81,0.038614163614163616,0.04767726161369193,0.044009779951100246
82,0.034493284493284496,0.028117359413202935,0.03178484107579462
83,0.030830280830280832,0.035452322738386305,0.03667481662591687
84,0.034340659340659344,0.030562347188264057,0.03178484107579462
85,0.03418803418803419,0.028117359413202935,0.028117359413202935
86,0.03540903540903541,0.044009779951100246,0.042787286063569685
87,0.0322039072039072,0.03667481662591687,0.034229828850855744
88,0.030677655677655676,0.028117359413202935,0.02567237163814181
89,0.031746031746031744,0.03667481662591687,0.034229828850855744
90,0.032814407814407816,0.034229828850855744,0.034229828850855744
91,0.03556166056166056,0.039119804400977995,0.03667481662591687
92,0.033424908424908424,0.039119804400977995,0.03667481662591687
93,0.033577533577533576,0.037897310513447434,0.039119804400977995
94,0.035866910866910864,0.03300733496332518,0.034229828850855744
95,0.038003663003663,0.040342298288508556,0.042787286063569685
96,0.035866910866910864,0.035452322738386305,0.03300733496332518
97,0.033424908424908424,0.042787286063569685,0.040342298288508556
98,0.03373015873015873,0.040342298288508556,0.040342298288508556
99,0.03021978021978022,0.040342298288508556,0.042787286063569685
100,0.031135531135531136,0.04523227383863081,0.040342298288508556
101,0.036019536019536016,0.04645476772616137,0.039119804400977995
